Image Path,Extracted Text
./img/trainingOCR.jpg,"Phase IN Pressure Test STAB RAMP STAB STEAM DCE ox DIFF RAMPDOWN OUT
Temperature yoo yoo yoo g20 g20 g20 g20 g20 yoo yoo
Ramp (°C/min) 5 2
Durée (hh : min) 0:04 00:10 00:34 00:15 Temps VAR 00:05 00:10 02:10
O2 (Limin) 3-9 45
H2 (Limin) 4
Nz (Limin) 10 a Fr 10 10 4 Fr 10 10
Ozlow (cc/min) 200 200 200 200
NaDCE (cc/min) 90
Boat speed (cm/min) 10

10

"
